지점,일시,평균,최고,최저
162,1992-02-01,4.5,17.2,-2.9
162,1992-03-01,9,17.5,0.5
162,1992-04-01,13.5,23.2,4
162,1992-05-01,16.9,26.2,9.5
162,1992-06-01,19.9,28.1,11.6
162,1992-07-01,24.3,30.9,19.2
162,1992-08-01,25.4,31.7,20.8
162,1992-09-01,22.8,31.6,13.4
162,1992-10-01,16.6,26.1,7.7
162,1992-11-01,10.6,20.6,-2.5
162,1992-12-01,6.6,18.1,-3
162,1993-01-01,3,13.4,-5.3
162,1993-02-01,5.1,16.9,-4.1
162,1993-03-01,8,18.6,-4.3
162,1993-04-01,12.9,22.7,1
162,1993-05-01,17.1,28.3,9.5
162,1993-06-01,20.6,28,14.8
162,1993-07-01,22.4,29,17.4
162,1993-08-01,23.2,30.4,18.3
162,1993-09-01,21.5,29.1,14.9
162,1993-10-01,16.1,25.7,6.2
162,1993-11-01,11.6,21.1,-2
162,1993-12-01,4.8,15.4,-4.4
162,1994-01-01,2.8,13.2,-7.9
162,1994-02-01,4,14.2,-5.5
162,1994-03-01,6.7,18.9,-2.1
162,1994-04-01,14,25.1,5
162,1994-05-01,17.5,25.3,9.4
162,1994-06-01,20.2,29.6,13.9
162,1994-07-01,27.3,36.9,21.2
162,1994-08-01,27.9,34.4,20.5
162,1994-09-01,22.8,33,13.5
162,1994-10-01,17.4,26.5,6.9
162,1994-11-01,13.1,21.9,2.5
162,1994-12-01,6.2,18.4,-4.5
162,1995-01-01,2.3,13.4,-5.2
162,1995-02-01,4.7,13.9,-5.2
162,1995-03-01,8.5,17.9,-2.2
162,1995-04-01,12.7,23.9,0.4
162,1995-05-01,16.4,25.8,6.1
162,1995-06-01,20.2,27.3,14.4
162,1995-07-01,23.7,29.7,18.9
162,1995-08-01,26.4,31.6,21.6
162,1995-09-01,20.8,29.4,12.3
162,1995-10-01,17.2,26.8,8.6
162,1995-11-01,9.4,20.3,-0.3
162,1995-12-01,3.4,13.2,-6
162,1996-01-01,2.8,15.5,-7.4
162,1996-02-01,2.6,17,-8.6
162,1996-03-01,7,16.9,-2.1
162,1996-04-01,11.2,22.5,-0.4
162,1996-05-01,17.1,28.5,9.9
162,1996-06-01,20.3,28.1,16.3
162,1996-07-01,23.5,33.6,16.3
162,1996-08-01,26.1,34,19.5
162,1996-09-01,22.3,29.7,14.9
162,1996-10-01,17.2,26.5,6.8
162,1996-11-01,10.7,21.1,-1.6
162,1996-12-01,4.9,17,-4.9
162,1997-01-01,1.9,16.2,-9.4
162,1997-02-01,4.5,16.3,-4.5
162,1997-03-01,8.9,16.9,-0.5
162,1997-04-01,13.1,22.4,3.9
162,1997-05-01,17.4,25.2,9.8
162,1997-06-01,21.7,29.7,14.1
162,1997-07-01,24.3,33.8,18.2
162,1997-08-01,25.8,33.3,20.6
162,1997-09-01,21.9,31.4,13.2
162,1997-10-01,16.6,26.4,2.7
162,1997-11-01,12.1,21.5,-0.4
162,1997-12-01,5.9,16.7,-5
162,1998-01-01,3.2,12.1,-7.7
162,1998-02-01,6.6,17.8,-5
162,1998-03-01,9.3,20.6,0
162,1998-04-01,15.2,26.1,3.3
162,1998-05-01,18.7,28.8,11.4
162,1998-06-01,20.3,27.9,11.9
162,1998-07-01,24.7,30.3,19.5
162,1998-08-01,26.6,31.6,20.7
162,1998-09-01,23.8,31.4,17.3
162,1998-10-01,19,27.7,9.9
162,1998-11-01,11.4,21.6,0.7
162,1998-12-01,6.6,16.9,-2.1
162,1999-01-01,3.5,13.7,-6.1
162,1999-02-01,4.5,15.1,-6.7
162,1999-03-01,8.8,17.9,-2.2
162,1999-04-01,13.8,26,3.7
162,1999-05-01,17.7,25.2,10.9
162,1999-06-01,20.9,29.7,15.2
162,1999-07-01,23.7,31,17.9
162,1999-08-01,25.2,31.5,19.2
162,1999-09-01,23.7,31.7,15.9
162,1999-10-01,17.1,27.8,4.3
162,1999-11-01,11.1,21,-0.9
162,1999-12-01,5.1,14.8,-5.6
162,2000-01-01,3.9,15.1,-6.6
162,2000-02-01,3,14,-6
162,2000-03-01,8.6,18,-2.6
162,2000-04-01,13.1,22,2
162,2000-05-01,17.2,29.1,9.4
162,2000-06-01,20.9,28.4,15.5
162,2000-07-01,25.2,33.3,20.2
162,2000-08-01,26.6,34.6,22
162,2000-09-01,21.5,29.8,14
162,2000-10-01,17.2,26.4,8
162,2000-11-01,10.6,21.9,-0.5
162,2000-12-01,5.9,18,-4.5
162,2001-01-01,2.2,10.5,-10.7
162,2001-02-01,4.7,16.7,-5.8
162,2001-03-01,8.6,20.7,-4.3
162,2001-04-01,13.9,25.4,1.6
162,2001-05-01,18.2,27.5,10.9
162,2001-06-01,21.1,28.2,14.1
162,2001-07-01,25.4,33,19
162,2001-08-01,26.4,34,18.2
162,2001-09-01,22.5,30.9,15.2
162,2001-10-01,18.4,26.8,11.3
162,2001-11-01,10.8,21.9,0.4
162,2001-12-01,4.9,15.4,-2.9
162,2002-01-01,5.1,18.4,-6.3
162,2002-02-01,6.1,15.5,-3
162,2002-03-01,10.5,21.6,-1.5
162,2002-04-01,14.6,25.3,6.4
162,2002-05-01,17.4,28.2,11.4
162,2002-06-01,21.3,30.8,13
162,2002-07-01,24.3,33.8,19.2
162,2002-08-01,25,34.7,18.1
162,2002-09-01,22.3,32.6,14.5
162,2002-10-01,16.5,27.7,3.4
162,2002-11-01,8.7,19.8,-1.1
162,2002-12-01,6.4,17.3,-3.8
162,2003-01-01,2.4,13.2,-8.7
162,2003-02-01,6,14.6,-3.6
162,2003-03-01,8.8,19.4,-0.8
162,2003-04-01,14.2,22.9,6.2
162,2003-05-01,18,27.3,7.4
162,2003-06-01,21.8,29,16.1
162,2003-07-01,23,29.7,18.1
162,2003-08-01,25.4,32.4,20.5
162,2003-09-01,23.6,31.9,15.6
162,2003-10-01,17.4,27.5,6.2
162,2003-11-01,13.6,24.8,0.5
162,2003-12-01,6,17.1,-3.7
162,2004-01-01,3.4,13.5,-9.6
162,2004-02-01,6.9,19,-4.6
162,2004-03-01,9.3,20,-2.7
162,2004-04-01,13.5,22.9,3.8
162,2004-05-01,17.2,25.3,9.7
162,2004-06-01,20.8,29.3,11.4
162,2004-07-01,24.9,36.3,19.5
162,2004-08-01,25.7,35,18.1
162,2004-09-01,22.9,30.3,16
162,2004-10-01,17.6,25.1,8.9
162,2004-11-01,13,23,4.1
162,2004-12-01,8.4,19.6,-2.8
162,2005-01-01,1.6,11.2,-6.1
162,2005-02-01,2.2,11.2,-6.4
162,2005-03-01,7.3,18.9,-3.2
162,2005-04-01,13.9,22.5,3.7
162,2005-05-01,16.9,25.3,9.1
162,2005-06-01,20.9,29.1,14.1
162,2005-07-01,23.3,31.1,18.6
162,2005-08-01,25,32.7,18.7
162,2005-09-01,22.5,30.2,16.7
162,2005-10-01,16.8,27.1,6.1
162,2005-11-01,11.1,22.6,1.4
162,2005-12-01,2.3,14.7,-8.4
162,2006-01-01,4.1,12.4,-4.9
162,2006-02-01,4.2,15.3,-7.4
162,2006-03-01,8.3,17.4,-4
162,2006-04-01,12.5,22.1,5.4
162,2006-05-01,16.6,24.7,8.9
162,2006-06-01,20.4,29,14.5
162,2006-07-01,23.3,30.9,18.3
162,2006-08-01,26.7,34.2,20.7
162,2006-09-01,21.2,30.2,14.7
162,2006-10-01,19.3,28,11.9
162,2006-11-01,12.7,22.7,3.3
162,2006-12-01,6.1,16.6,-6
162,2007-01-01,4.8,13.4,-2.8
162,2007-02-01,7.5,17.7,-3.2
162,2007-03-01,9.4,18.5,-3.2
162,2007-04-01,13.4,23.2,4
162,2007-05-01,18.4,30.7,11.3
162,2007-06-01,21.6,29,15.8
162,2007-07-01,24,33,19.2
162,2007-08-01,26.9,34,20.7
162,2007-09-01,23.3,30.7,18.1
162,2007-10-01,18.2,27.5,6.4
162,2007-11-01,11,21.7,-2.2
162,2007-12-01,6.2,16.7,-3
162,2008-01-01,3.7,14.6,-6.7
162,2008-02-01,3,12.2,-7.2
162,2008-03-01,9.1,17.6,-0.4
162,2008-04-01,13.8,22,5.3
162,2008-05-01,17.5,26.8,9.3
162,2008-06-01,20,28.4,14
162,2008-07-01,25.9,32.6,19.3
162,2008-08-01,25.7,33,20
162,2008-09-01,23.5,32.7,13.4
162,2008-10-01,19.1,29.3,8.8
162,2008-11-01,11.5,22,-1.1
162,2008-12-01,6.3,18.3,-4.7
162,2009-01-01,3,12.7,-7.7
162,2009-02-01,7.9,18.1,-3.2
162,2009-03-01,9.8,21.2,0.1
162,2009-04-01,14,23.4,3.3
162,2009-05-01,18.4,29.5,11.2
162,2009-06-01,21.3,29.3,15.7
162,2009-07-01,23.7,29.5,18
162,2009-08-01,25.3,32.2,20
162,2009-09-01,22.2,30.6,16.1
162,2009-10-01,17.7,27.1,10.9
162,2009-11-01,10.3,23,0
162,2009-12-01,4.8,16.3,-5.4
162,2010-01-01,2.5,15.5,-7.5
162,2010-02-01,5,16.9,-4
162,2010-03-01,7.3,17.2,-2.7
162,2010-04-01,10.8,22.7,2.4
162,2010-05-01,16.2,28.8,6.9
162,2010-06-01,20.9,29.8,11.7
162,2010-07-01,24,30.7,19.6
162,2010-08-01,26.4,33,22.6
162,2010-09-01,23.1,33.5,14
162,2010-10-01,17.2,27,5.6
162,2010-11-01,10.1,20.5,1.2
162,2010-12-01,4.6,17.2,-6.4
162,2011-01-01,-0.6,8.8,-10.7
162,2011-02-01,5,16.3,-5
162,2011-03-01,6.8,18.8,-2.4
162,2011-04-01,12.2,19,4.5
162,2011-05-01,16.7,24.8,11.1
162,2011-06-01,20.4,27.7,14.4
162,2011-07-01,24.5,31.8,18.7
162,2011-08-01,24.8,32.8,18.3
162,2011-09-01,22.4,32.6,13.3
162,2011-10-01,16.3,24.2,4.7
162,2011-11-01,13.3,24.4,1.1
162,2011-12-01,3.9,13.3,-5
162,2012-01-01,2.4,12.2,-5.8
162,2012-02-01,2.3,15.3,-8.8
162,2012-03-01,7.6,16.4,-3
162,2012-04-01,13.1,20.8,1.2
162,2012-05-01,17.8,27.3,10.6
162,2012-06-01,20.9,28.1,15.1
162,2012-07-01,24.6,31.7,19.3
162,2012-08-01,26.5,34.5,19.3
162,2012-09-01,21.3,29.1,13.9
162,2012-10-01,16.5,25.1,7.6
162,2012-11-01,9.3,18,0.8
162,2012-12-01,2.4,14.6,-7.3
162,2013-01-01,1.7,13.2,-7.5
162,2013-02-01,3.7,14.5,-9.4
162,2013-03-01,9.3,18.6,-1.8
162,2013-04-01,11.7,21.6,1.7
162,2013-05-01,17.1,24.9,9
162,2013-06-01,21.1,28.2,14.7
162,2013-07-01,25.2,31.3,21
162,2013-08-01,26.6,34.5,21.3
162,2013-09-01,23.3,30.9,15.9
162,2013-10-01,18.4,28.2,8.4
162,2013-11-01,10.4,22.7,-1
162,2013-12-01,5.1,14.1,-3.8
162,2014-01-01,4,14.9,-6.2
162,2014-02-01,5.5,16.5,-5
162,2014-03-01,9.3,18.3,-1.5
162,2014-04-01,13.9,23.3,4.1
162,2014-05-01,18.2,26.9,9.3
162,2014-06-01,21.1,28.5,16.2
162,2014-07-01,24.4,35.2,18.5
162,2014-08-01,24.2,30.9,18.7
162,2014-09-01,22.4,29.8,16.3
162,2014-10-01,17.4,26.5,9.4
162,2014-11-01,11.9,20.4,2.2
162,2014-12-01,3.5,13.1,-4.7
162,2015-01-01,3.9,14,-5.1
162,2015-02-01,4.8,13.5,-6.7
162,2015-03-01,8.6,19.6,-3.7
162,2015-04-01,13.2,24,6.2
162,2015-05-01,18,29.4,9.3
162,2015-06-01,20.5,30.2,13
162,2015-07-01,23.9,33.6,17.6
162,2015-08-01,25.4,34.2,20.3
162,2015-09-01,21.8,29.8,15.2
162,2015-10-01,17.5,26.1,6
162,2015-11-01,13.1,21.9,0.7
162,2015-12-01,7.4,16.4,-3.3
162,2016-01-01,2.8,14.5,-8.6
162,2016-02-01,5,16.6,-4.8
162,2016-03-01,9.2,18.3,-4.8
162,2016-04-01,14.4,25.1,8.1
162,2016-05-01,18.7,29.9,11.7
162,2016-06-01,21.6,27.9,14.4
162,2016-07-01,25.1,32.1,20.8
162,2016-08-01,27.5,35.2,18.5
162,2016-09-01,22.8,29.7,16
162,2016-10-01,18.4,28.3,8.8
162,2016-11-01,11.4,20.4,0.1
162,2016-12-01,6.8,19.3,-2.7
162,2017-01-01,3.8,13.5,-7.3
162,2017-02-01,5,14.9,-4.5
162,2017-03-01,8.6,19.9,-2.5
162,2017-04-01,14.6,23,4.3
162,2017-05-01,18.5,28.2,11.8
162,2017-06-01,21,28.8,15.2
162,2017-07-01,25.7,32,21.2
162,2017-08-01,27.2,36.3,20.3
162,2017-09-01,22.5,29.4,13.5
162,2017-10-01,17.9,27.4,5.2
162,2017-11-01,10.8,23,0.3
162,2017-12-01,3.4,13.6,-4.6
162,2018-01-01,1.8,12.6,-9
162,2018-02-01,3.6,14,-8.4
162,2018-03-01,9.3,20.2,-0.9
162,2018-04-01,14.1,24.3,4.3
162,2018-05-01,17.9,27.9,10.8
162,2018-06-01,21.2,29.5,14.6
162,2018-07-01,26.3,36.9,18.6
162,2018-08-01,27.9,35.9,20.8
162,2018-09-01,21.8,30.1,14.4
162,2018-10-01,16.2,26.1,6.3
162,2018-11-01,11.6,21.3,2.8
162,2018-12-01,5.3,19.2,-5.6
162,2019-01-01,3.8,12.6,-4.2
162,2019-02-01,6,16,-3.6
162,2019-03-01,10.1,18.9,0.2
162,2019-04-01,13,22.6,1.5
162,2019-05-01,18.3,27.1,9.9
162,2019-06-01,20.8,28,14.4
162,2019-07-01,,31.5,20.1
164,1993-01-01,0.9,10.1,-7.9
164,1993-02-01,2.5,15.9,-4.8
164,1993-03-01,5.6,15.4,-3.4
164,1993-04-01,10.3,22.9,-0.6
164,1993-05-01,16.3,26.4,8.1
164,1993-06-01,20.3,27.7,13.2
164,1993-07-01,22.7,29.1,16
164,1993-08-01,22.9,31.5,15.8
164,1993-09-01,21.3,29,13.1
164,1993-10-01,15.1,24.5,4.7
164,1993-11-01,10.3,21.3,-2.8
164,1993-12-01,3.3,12.5,-5.9
164,1994-01-01,1.3,11.1,-8.3
164,1994-02-01,2.2,13.4,-3.5
164,1994-03-01,4.6,16.1,-3.5
164,1994-04-01,13.1,24.3,2.9
164,1994-05-01,17,27.1,6.2
164,1994-06-01,20.6,30.4,13.5
164,1994-07-01,27.7,34.8,22.6
164,1994-08-01,27.1,35.9,20.1
164,1994-09-01,22.1,31.2,12.7
164,1994-10-01,16.4,27.1,6.9
164,1994-11-01,11.6,21.3,1
164,1994-12-01,4.6,15.8,-6
164,1995-01-01,1.4,13.5,-6
164,1995-02-01,2.8,12,-4.7
164,1995-03-01,7.2,22.9,-1.7
164,1995-04-01,10.3,24.2,0
164,1995-05-01,15.9,27.2,6
164,1995-06-01,20.8,30.2,13.3
164,1995-07-01,24.5,31.2,18.6
164,1995-08-01,26.9,34,20.1
164,1995-09-01,21.3,30.9,12.6
164,1995-10-01,16.5,26.5,7.6
164,1995-11-01,9,20.5,-0.4
164,1995-12-01,2.6,9.9,-6.9
164,1996-01-01,1.4,13.3,-5.6
164,1996-02-01,0.7,18.1,-7.6
164,1996-03-01,5,14.3,-3.1
164,1996-04-01,9.7,23.6,0.6
164,1996-05-01,16.1,26.6,7.9
164,1996-06-01,20.8,29.4,14.8
164,1996-07-01,24.4,34.3,17.3
164,1996-08-01,26.1,34.5,19.4
164,1996-09-01,21.8,29.7,13.7
164,1996-10-01,16.2,26,3.2
164,1996-11-01,9.7,19.9,-2.2
164,1996-12-01,3.9,16.9,-4
164,1997-01-01,0.7,14.2,-9.8
164,1997-02-01,2.6,17.2,-5.4
164,1997-03-01,6.8,18.7,-2.4
164,1997-04-01,11.6,22.2,0.8
164,1997-05-01,17.3,26.9,5.1
164,1997-06-01,22,31.1,12.1
164,1997-07-01,25,33.1,17.9
164,1997-08-01,26.1,33.7,20
164,1997-09-01,21.5,31.7,12.8
164,1997-10-01,15.7,27.3,3.7
164,1997-11-01,11.2,23,1.5
164,1997-12-01,4.4,15.7,-5.5
164,1998-01-01,1.9,10.6,-8.3
164,1998-02-01,4.8,13.8,-4.7
164,1998-03-01,7.2,18.4,-0.4
164,1998-04-01,14.4,28.4,1.7
164,1998-05-01,17.5,30.1,10.1
164,1998-06-01,20.9,29.9,14
164,1998-07-01,25.1,30.9,19.6
164,1998-08-01,26.1,31.5,20
164,1998-09-01,23.2,32.9,15
164,1998-10-01,17.9,25.9,8.4
164,1998-11-01,10,21.6,-1
164,1998-12-01,4.8,14.8,-2
164,1999-01-01,2.4,13,-7.6
164,1999-02-01,3,14.8,-6.6
164,1999-03-01,6.8,18,-1.6
164,1999-04-01,11.9,24.7,1
164,1999-05-01,16.8,27.4,8.7
164,1999-06-01,21.9,30.6,15.3
164,1999-07-01,24.4,32.6,18.2
164,1999-08-01,25.5,32.8,18.1
164,1999-09-01,23.4,30.7,13.7
164,1999-10-01,15.5,27.9,4.8
164,1999-11-01,10.3,19.5,0
164,1999-12-01,4,14.1,-6.9
164,2000-01-01,1.3,13.6,-8.7
164,2000-02-01,0.6,8.3,-5.6
164,2000-03-01,5.8,18.7,-3.5
164,2000-04-01,11.1,23.3,1.3
164,2000-05-01,16.1,28.8,5.1
164,2000-06-01,21.4,31,13.4
164,2000-07-01,25.7,33.4,20.3
164,2000-08-01,,30.1,21.1
165,1960-07-01,26.2,33.4,21.5
165,1960-08-01,27.1,34.4,20.5
165,1960-09-01,22.1,31.1,14.5
165,1960-10-01,17,25.7,8.4
165,1960-11-01,11,21.6,-4.2
165,1960-12-01,3.7,16.3,-9.1
165,1961-01-01,0.2,10.6,-8.8
165,1961-02-01,2.7,13.9,-7.5
165,1961-03-01,7.3,18.8,-1.1
165,1961-04-01,12.4,22.9,2.9
165,1961-05-01,17.4,27.9,9.3
165,1961-06-01,21.4,28.4,14.7
165,1961-07-01,26.7,34.1,22.4
165,1961-08-01,27.5,34,21.9
165,1961-09-01,23.2,32.4,14.3
165,1961-10-01,18.1,27.4,8.5
165,1961-11-01,11.8,21.6,1.3
165,1961-12-01,4.6,15.6,-6.6
165,1962-01-01,1.3,10.1,-4.9
165,1962-02-01,3.2,16.7,-5.8
165,1962-03-01,6.1,19,-2
165,1962-04-01,10.8,22.9,-0.2
165,1962-05-01,17.4,30,9.6
165,1962-06-01,21.1,30.9,14.6
165,1962-07-01,25.2,35,19.3
165,1962-08-01,25.8,32.8,19.3
165,1962-09-01,22.1,30.5,12.2
165,1962-10-01,16,28.6,4.5
165,1962-11-01,9.9,23.9,-0.2
165,1962-12-01,5.7,16.4,-3.5
165,1963-01-01,-1.5,10.2,-11
165,1963-02-01,0.5,12.4,-8.4
165,1963-03-01,6.7,19,-0.1
165,1963-04-01,12.3,21.3,2.7
165,1963-05-01,16.5,24.8,9.6
165,1963-06-01,20.3,28,14.6
165,1963-07-01,24.8,31.9,18.6
165,1963-08-01,26.5,34.1,21.6
165,1963-09-01,21.9,30.7,13.9
165,1963-10-01,16,26.2,6.4
165,1963-11-01,10.9,22.3,-1.6
165,1963-12-01,5.6,15.4,-5.6
165,1964-01-01,3.1,16.2,-3.3
165,1964-02-01,0.5,12.6,-5.5
165,1964-03-01,6,20.2,-0.2
165,1964-04-01,14.6,24.2,5.2
165,1964-05-01,18,27.6,10.3
165,1964-06-01,20.9,28.4,13.6
165,1964-07-01,25.9,33.8,20.1
165,1964-08-01,27.5,34.6,21.9
165,1964-09-01,23.3,30.6,14.4
165,1964-10-01,16.7,26.8,6.8
165,1964-11-01,10.3,22.8,1.9
165,1964-12-01,4.8,15.4,-4.1
165,1965-01-01,1.2,11,-7
165,1965-02-01,2.1,13.3,-10
165,1965-03-01,4.7,17.3,-3.5
165,1965-04-01,10.6,22.5,2.2
165,1965-05-01,16.9,26.9,7.2
165,1965-06-01,20.9,30.1,14.5
165,1965-07-01,23.9,31.3,19.1
165,1965-08-01,25.8,32.4,21.4
165,1965-09-01,21.7,30.8,15.3
165,1965-10-01,16.8,29.5,9.2
165,1965-11-01,11.3,20.8,-0.7
165,1965-12-01,3.4,16,-9.2
165,1966-01-01,1.1,13.6,-7.6
165,1966-02-01,3.2,17.7,-7.5
165,1966-03-01,7.1,17.2,-0.1
165,1966-04-01,11.7,23,2.4
165,1966-05-01,17.6,26.9,8.8
165,1966-06-01,20.6,29.2,14.5
165,1966-07-01,24.7,32.4,17.4
165,1966-08-01,27.8,35.7,18.9
165,1966-09-01,22,31.3,13
165,1966-10-01,17.6,26,7.6
165,1966-11-01,10,22.3,-3.6
165,1966-12-01,2.3,15.1,-8.7
165,1967-01-01,0.2,12.6,-12.8
165,1967-02-01,1.2,15.5,-6.7
165,1967-03-01,6,17.7,-3.9
165,1967-04-01,11.9,23.1,3.3
165,1967-05-01,18.2,27.4,10.8
165,1967-06-01,21.8,29.8,16.8
165,1967-07-01,25.1,33.4,17.6
165,1967-08-01,27.8,34,23.8
165,1967-09-01,23,32.6,15.3
165,1967-10-01,17,25.7,9.3
165,1967-11-01,9.5,20.2,-0.6
165,1967-12-01,0.8,10.4,-10.8
165,1968-01-01,1.1,13.5,-6
165,1968-02-01,-0.8,12.5,-8.1
165,1968-03-01,5.4,17.8,-2.5
165,1968-04-01,12.2,21.9,5.1
165,1968-05-01,16.2,24.8,10.5
165,1968-06-01,20.8,29.6,14.3
165,1968-07-01,24.3,32.5,19.3
165,1968-08-01,25.5,33.4,19.8
165,1968-09-01,21.9,29.4,11.8
165,1968-10-01,15.4,25.8,6.7
165,1968-11-01,10.9,21,0.4
165,1968-12-01,7.2,19.6,-4.4
165,1969-01-01,1,12.1,-8.5
165,1969-02-01,1.8,17,-6.4
165,1969-03-01,4.6,17.7,-4.6
165,1969-04-01,11.6,21.8,1.2
165,1969-05-01,16.7,25.9,9.2
165,1969-06-01,19.7,28.2,9.8
165,1969-07-01,23.7,31.4,14.8
165,1969-08-01,26.1,33,19.9
165,1969-09-01,22.1,30.4,15.8
165,1969-10-01,15.6,26,7.5
165,1969-11-01,8.7,21.2,-0.2
165,1969-12-01,3,15.8,-7.4
165,1970-01-01,0,12.7,-9
165,1970-02-01,3.1,16.8,-5.4
165,1970-03-01,3,19.2,-3.6
165,1970-04-01,11,23.6,3.2
165,1970-05-01,17,25.9,11
165,1970-06-01,19.5,28.1,14.5
165,1970-07-01,23.4,30.5,18
165,1970-08-01,26.9,34.2,22.2
165,1970-09-01,22.7,31.8,14.3
165,1970-10-01,17.3,27.7,5.2
165,1970-11-01,8.8,19.1,-5.5
165,1970-12-01,3.7,18.4,-5.1
165,1971-01-01,1.2,13.4,-9.9
165,1971-02-01,1.9,14,-4.8
165,1971-03-01,4.3,18.2,-4.8
165,1971-04-01,11.5,23.5,3.2
165,1971-05-01,16.8,27.5,8.4
165,1971-06-01,20.6,28.9,14.8
165,1971-07-01,25.3,32.2,20.2
165,1971-08-01,25.7,34,19.6
165,1971-09-01,22,29.4,14.8
165,1971-10-01,15.1,25.3,6.2
165,1971-11-01,11.2,22.7,-2.2
165,1971-12-01,3.7,15.9,-4.2
165,1972-01-01,4.5,16.1,-3.4
165,1972-02-01,1.8,10.6,-4.7
165,1972-03-01,6.4,19.2,-4.1
165,1972-04-01,11.6,23.4,-1.4
165,1972-05-01,16,25.4,7.2
165,1972-06-01,20.7,29.3,15.3
165,1972-07-01,24.4,34,16.4
165,1972-08-01,24.8,31.2,13.7
165,1972-09-01,21.1,29.1,14.6
165,1972-10-01,16.4,26,6.2
165,1972-11-01,9.6,21.7,0
165,1972-12-01,4,17.6,-4.1
165,1973-01-01,3.6,15.2,-4.3
165,1973-02-01,3.4,15,-6
165,1973-03-01,6.2,22,-3
165,1973-04-01,13.1,24.9,3.4
165,1973-05-01,16.7,26.1,9.6
165,1973-06-01,21.2,28.8,13.2
165,1973-07-01,26.5,32.9,19.8
165,1973-08-01,26.9,35.3,22.4
165,1973-09-01,21.5,28.6,12.6
165,1973-10-01,15.5,27.2,6.4
165,1973-11-01,8.9,19.1,-1.4
165,1973-12-01,2.6,15.8,-7.4
165,1974-01-01,1.3,13,-9.4
165,1974-02-01,1.6,15.2,-10.2
165,1974-03-01,5.2,20.8,-4.2
165,1974-04-01,11.8,21.8,2.6
165,1974-05-01,16.9,27,7.3
165,1974-06-01,19.7,29.6,12.3
165,1974-07-01,22.7,29,18.9
165,1974-08-01,26,33.6,19
165,1974-09-01,21.8,29.8,14.2
165,1974-10-01,15.7,25.7,5.7
165,1974-11-01,9.3,24.1,0.3
165,1974-12-01,3.8,13.5,-3.3
165,1975-01-01,1.8,12.1,-5.1
165,1975-02-01,2.1,11.5,-5.3
165,1975-03-01,5.8,14.8,-1.1
165,1975-04-01,12.5,24.4,2.9
165,1975-05-01,16.2,25.8,8.9
165,1975-06-01,20.5,30.3,14.2
165,1975-07-01,25.3,33,19.2
165,1975-08-01,27.7,34.5,22.2
165,1975-09-01,24.5,33.2,17.6
165,1975-10-01,17.4,27.2,7.4
165,1975-11-01,11.9,21.6,-0.9
165,1975-12-01,3.3,19.5,-6.3
165,1976-01-01,0.8,12.9,-9.1
165,1976-02-01,5,14.9,-2.7
165,1976-03-01,6.1,16.7,-2.1
165,1976-04-01,11.4,21.2,1.7
165,1976-05-01,16.4,27.8,7.5
165,1976-06-01,20.1,28.7,13
165,1976-07-01,23,31.2,15.8
165,1976-08-01,25.8,33.2,20.5
165,1976-09-01,21.1,29.7,14
165,1976-10-01,16.2,26.4,5
165,1976-11-01,7.7,22.6,0.3
165,1976-12-01,3.9,15.6,-11.6
165,1977-01-01,-2,8.6,-9.7
165,1977-02-01,0.8,19.5,-10.9
165,1977-03-01,6.5,17.9,-6.9
165,1977-04-01,12.7,22.7,3.9
165,1977-05-01,16.8,28,9.5
165,1977-06-01,20.7,27.6,15.2
165,1977-07-01,25.9,35.2,19.8
165,1977-08-01,25,33.6,18.3
165,1977-09-01,23.1,33.2,11.5
165,1977-10-01,18.7,32.1,8.7
165,1977-11-01,10.7,25.7,1.1
165,1977-12-01,6.1,19.9,-4.2
165,1978-01-01,2.4,15.2,-8.5
165,1978-02-01,1.5,14.6,-8.1
165,1978-03-01,5.8,20,-2.1
165,1978-04-01,12.5,24.5,2.1
165,1978-05-01,18.4,30.4,9.2
165,1978-06-01,21.5,30.5,13.4
165,1978-07-01,27.2,34.3,20.9
165,1978-08-01,27,33.9,18.9
165,1978-09-01,22.4,31.9,14.2
165,1978-10-01,17,30,6.5
165,1978-11-01,10.8,20.6,0.2
165,1978-12-01,5.6,19.2,-4.7
165,1979-01-01,4.3,17.3,-4.8
165,1979-02-01,4.2,18.6,-5.8
165,1979-03-01,7.4,19.5,-2.2
165,1979-04-01,11.6,23.8,2.1
165,1979-05-01,16.7,29.8,8.7
165,1979-06-01,21.5,29.1,15.4
165,1979-07-01,24.4,33,20
165,1979-08-01,26.3,34.4,18.1
165,1979-09-01,20.9,28.5,12.9
165,1979-10-01,17.3,27.5,8
165,1979-11-01,9.3,26.5,-3
165,1979-12-01,5.3,16.7,-3.9
165,1980-01-01,1.8,16.7,-9.5
165,1980-02-01,0.7,14.7,-8.5
165,1980-03-01,5.9,17.6,-0.8
165,1980-04-01,11.5,21.6,3.7
165,1980-05-01,16.6,28.3,8.4
165,1980-06-01,20.8,29.1,13.9
165,1980-07-01,22.9,29.4,18.8
165,1980-08-01,23,28.9,18.9
165,1980-09-01,20.7,29.5,12.2
165,1980-10-01,15.4,26.9,4.3
165,1980-11-01,11.1,22.5,1.2
165,1980-12-01,2.6,14.5,-5.3
165,1981-01-01,-0.6,7.8,-6.8
165,1981-02-01,1.9,13.5,-9.8
165,1981-03-01,7.1,21.1,-1.9
165,1981-04-01,11.4,23.3,1.7
165,1981-05-01,16.6,30.4,8.7
165,1981-06-01,21.4,32.1,12.6
