지점,일시,평균,최고,최저
159,1987-05-01,17.5,26.3,9
159,1987-06-01,20.5,28.4,11.9
159,1987-07-01,23.7,29.7,19.5
159,1987-08-01,24.5,31.1,19.4
159,1987-09-01,20.6,29.3,10.6
159,1987-10-01,18.2,28.2,7.9
159,1987-11-01,11.7,23.5,-3.2
159,1987-12-01,5.8,20.2,-5.6
159,1988-01-01,3.8,14.2,-6.9
159,1988-02-01,3.1,17.5,-9
159,1988-03-01,7.1,17.3,-3.5
159,1988-04-01,13.2,23.6,5.9
159,1988-05-01,17.2,27.8,9.6
159,1988-06-01,20.6,28.7,15.3
159,1988-07-01,23.6,31.3,17.8
159,1988-08-01,26,33.1,18.8
159,1988-09-01,21.9,28.8,13.8
159,1988-10-01,17.6,26.7,5.6
159,1988-11-01,10.1,22.9,0
159,1988-12-01,5.6,19.2,-6.4
159,1989-01-01,5.7,14.8,-7.4
159,1989-02-01,6,18.4,-4.9
159,1989-03-01,8.6,20.8,-2.8
159,1989-04-01,14.8,25,4.5
159,1989-05-01,17.7,27.6,9.8
159,1989-06-01,20,28.6,12.7
159,1989-07-01,23.8,32.2,15.8
159,1989-08-01,25.5,33,21.3
159,1989-09-01,21.8,28.5,15.2
159,1989-10-01,17,26.1,5.8
159,1989-11-01,11.1,21,-1.1
159,1989-12-01,6.6,20.4,-3.2
159,1990-01-01,2.4,15.8,-10.4
159,1990-02-01,7.4,14.8,-0.1
159,1990-03-01,10,20.3,1.6
159,1990-04-01,13.1,21.4,3.3
159,1990-05-01,17.2,25.2,10.1
159,1990-06-01,21.2,28.6,16.1
159,1990-07-01,25.4,33.6,18
159,1990-08-01,28.3,34.3,22.6
159,1990-09-01,22.7,31.5,14.5
159,1990-10-01,18,27.3,9.5
159,1990-11-01,13.9,24.2,1
159,1990-12-01,5.9,19.8,-6.4
159,1991-01-01,3.2,14.2,-5.3
159,1991-02-01,3.4,13.2,-10.8
159,1991-03-01,8.3,20.2,0.9
159,1991-04-01,13.3,22.4,-0.1
159,1991-05-01,16.8,25,8.4
159,1991-06-01,21.3,28.1,16.1
159,1991-07-01,23.9,30.9,19
159,1991-08-01,23.7,33.3,19.4
159,1991-09-01,22.6,30.3,15.9
159,1991-10-01,17.1,28,8
159,1991-11-01,11.2,20.3,2.8
159,1991-12-01,7.6,19.6,-5.1
159,1992-01-01,5,13.8,-4.5
159,1992-02-01,5,18.8,-3.3
159,1992-03-01,9.3,19,0
159,1992-04-01,14,23.4,4.8
159,1992-05-01,16.9,27.1,8.9
159,1992-06-01,19.9,26.9,12.8
159,1992-07-01,24.4,31.6,19.6
159,1992-08-01,24.8,30.8,20.3
159,1992-09-01,22.7,32.6,15
159,1992-10-01,16.9,25.8,7.9
159,1992-11-01,11.2,22.7,-3.6
159,1992-12-01,7,17.1,-3.2
159,1993-01-01,3.4,14.1,-6.3
159,1993-02-01,5.9,19.2,-5.4
159,1993-03-01,8.2,17.7,-5
159,1993-04-01,13.4,25.8,0.9
159,1993-05-01,17.2,26.7,9.2
159,1993-06-01,20.2,26.7,14.6
159,1993-07-01,21.8,28.2,16.5
159,1993-08-01,22.8,30.7,18.4
159,1993-09-01,21.7,29,15.4
159,1993-10-01,16.5,25.9,6.4
159,1993-11-01,12.2,23.2,-3.4
159,1993-12-01,5.1,16.6,-5.2
159,1994-01-01,3.9,14.6,-6.9
159,1994-02-01,5.2,15.8,-5.4
159,1994-03-01,7.4,19.1,-1.9
159,1994-04-01,15,24.3,5.7
159,1994-05-01,18,27.3,10
159,1994-06-01,20.5,28,14.1
159,1994-07-01,27.9,35.8,22.7
159,1994-08-01,28.1,34,21.2
159,1994-09-01,23.1,35.2,15
159,1994-10-01,17.9,27.2,7.3
159,1994-11-01,13.8,23.9,2.8
159,1994-12-01,6.9,19,-5.1
159,1995-01-01,2.9,14.1,-6
159,1995-02-01,5.6,15,-4.4
159,1995-03-01,9,19.9,-1.3
159,1995-04-01,13.3,23.7,2.6
159,1995-05-01,17,27.3,8
159,1995-06-01,20,28.6,14.1
159,1995-07-01,24.1,32.7,18.9
159,1995-08-01,27.3,32.8,22.2
159,1995-09-01,21.4,29.2,13.7
159,1995-10-01,18,27.3,9.6
159,1995-11-01,10.7,22.8,0.6
159,1995-12-01,4.6,15.1,-6.7
159,1996-01-01,3.8,14.5,-6.9
159,1996-02-01,3.4,19.5,-9.5
159,1996-03-01,7.9,15.8,-1.2
159,1996-04-01,12.2,26.6,-0.1
159,1996-05-01,18,29.9,10
159,1996-06-01,20.5,27.9,16.2
159,1996-07-01,23.8,33.9,15.8
159,1996-08-01,26.2,34.9,18.8
159,1996-09-01,22.6,29.8,16.1
159,1996-10-01,17.8,26.1,8.6
159,1996-11-01,11.4,21.7,-1.7
159,1996-12-01,6.4,18.7,-5.7
159,1997-01-01,3,17.5,-8.9
159,1997-02-01,5.8,17.9,-3.8
159,1997-03-01,9.8,20.8,0
159,1997-04-01,14,23.4,5.8
159,1997-05-01,17.9,26.6,9.5
159,1997-06-01,22.2,29.9,15
159,1997-07-01,24.5,32.7,18.7
159,1997-08-01,25.9,33.7,21
159,1997-09-01,21.9,34.1,15
159,1997-10-01,17.3,27.5,1.8
159,1997-11-01,13.2,22.6,2.6
159,1997-12-01,6.7,18.9,-5.4
159,1998-01-01,3.6,13.1,-8.1
159,1998-02-01,7.3,20.3,-4.3
159,1998-03-01,10.2,22.9,0
159,1998-04-01,15.5,27.5,5
159,1998-05-01,19,28.1,11.6
159,1998-06-01,20.3,27.5,13
159,1998-07-01,24.5,30.8,20.2
159,1998-08-01,26.2,32.3,21.6
159,1998-09-01,24.1,32,17.6
159,1998-10-01,19.4,27,12.1
159,1998-11-01,12,23.4,-0.1
159,1998-12-01,7.8,18.1,-2.2
159,1999-01-01,4.3,15.3,-6.6
159,1999-02-01,5.3,17.6,-7.3
159,1999-03-01,9.5,18.7,-2.4
159,1999-04-01,14.4,28.1,4.9
159,1999-05-01,18.2,26.1,13.1
159,1999-06-01,21.2,28.6,15.6
159,1999-07-01,23.5,30.9,18.8
159,1999-08-01,25.2,32.2,19.7
159,1999-09-01,23.8,31.8,17.9
159,1999-10-01,17.7,29.1,4.5
159,1999-11-01,11.7,22.7,-0.8
159,1999-12-01,5.7,16.6,-6
159,2000-01-01,4.2,15.9,-7.1
159,2000-02-01,3.2,13.3,-6.5
159,2000-03-01,9.1,18.3,-2.5
159,2000-04-01,13.2,21.4,2.8
159,2000-05-01,17.3,29.1,10.7
159,2000-06-01,20.4,28.6,14.8
159,2000-07-01,25.3,31.7,18.4
159,2000-08-01,26.7,33.1,21.2
159,2000-09-01,21.9,31.3,16.3
159,2000-10-01,18.2,27.2,10.3
159,2000-11-01,12.1,23,2
159,2000-12-01,7.3,18,-5.2
159,2001-01-01,2.7,12,-10.3
159,2001-02-01,5.7,17.1,-4.4
159,2001-03-01,9.6,22.7,-3.3
159,2001-04-01,15,25.3,3.8
159,2001-05-01,19,29.6,11.1
159,2001-06-01,21.6,29.5,15.5
159,2001-07-01,26,33.3,19.2
159,2001-08-01,26.9,34.5,18.9
159,2001-09-01,22.7,30.4,14.6
159,2001-10-01,18.5,26.8,11.8
159,2001-11-01,11.4,23,-0.3
159,2001-12-01,4.8,17.5,-2.3
159,2002-01-01,4.8,16.8,-6.2
159,2002-02-01,6.6,16.5,-3.3
159,2002-03-01,10.7,21.1,0.1
159,2002-04-01,14.4,23.6,6.6
159,2002-05-01,17,27.7,10.3
159,2002-06-01,20.9,29.2,13.7
159,2002-07-01,24,32.1,19.4
159,2002-08-01,24.2,33.4,18.1
159,2002-09-01,21.7,29.9,15.5
159,2002-10-01,16.4,26.5,3.7
159,2002-11-01,8.8,21,0.8
159,2002-12-01,6.5,16.9,-4.1
159,2003-01-01,2.5,13,-8.7
159,2003-02-01,6.3,15.2,-3
159,2003-03-01,8.6,18.3,-1.5
159,2003-04-01,13.8,24.1,5.6
159,2003-05-01,16.9,24.7,7.8
159,2003-06-01,20.8,27.2,14.3
159,2003-07-01,21.3,28.7,17.1
159,2003-08-01,24.1,30.7,19.1
159,2003-09-01,22.5,31,14.6
159,2003-10-01,16.6,26.7,7
159,2003-11-01,13.1,25.6,0.4
159,2003-12-01,5.2,16.5,-4.6
159,2004-01-01,2.8,13.1,-10.5
159,2004-02-01,6.6,20,-4.9
159,2004-03-01,8.8,20.9,-5
159,2004-04-01,14,24.7,4.7
159,2004-05-01,17.3,25.3,11.4
159,2004-06-01,21,28.6,13.5
159,2004-07-01,24.2,33.2,18.3
159,2004-08-01,25.2,34.1,16.8
159,2004-09-01,22,30.1,16.1
159,2004-10-01,16.8,25.1,9.6
159,2004-11-01,12.5,22.2,2.8
159,2004-12-01,7.4,19.4,-3.2
159,2005-01-01,2,12.9,-7.6
159,2005-02-01,2.5,13,-7.9
159,2005-03-01,7.1,20,-4.9
159,2005-04-01,14,23.7,4.3
159,2005-05-01,17.1,25.5,9.1
159,2005-06-01,21,29.4,13.5
159,2005-07-01,23.8,31.2,17.4
159,2005-08-01,25.8,32.8,20.2
159,2005-09-01,22.8,31.4,17.1
159,2005-10-01,17.1,27.7,7.4
159,2005-11-01,11.6,24.5,2.8
159,2005-12-01,1.2,15.4,-10.6
159,2006-01-01,3.9,14.2,-6.3
159,2006-02-01,4,16.3,-9.6
159,2006-03-01,8,18.7,-6.5
159,2006-04-01,12.2,21.2,4.5
159,2006-05-01,16.3,25.3,8.2
159,2006-06-01,20.3,28.6,13.4
159,2006-07-01,22.6,32.2,16.8
159,2006-08-01,27.5,34.5,21.2
159,2006-09-01,21.3,30.3,16.6
159,2006-10-01,20,27.8,13.5
159,2006-11-01,13.1,24.2,3.8
159,2006-12-01,6.6,17.1,-7.4
159,2007-01-01,5.2,14.9,-2.6
159,2007-02-01,7.9,17.2,-3.5
159,2007-03-01,9.1,20,-3.6
159,2007-04-01,13.2,23.5,4
159,2007-05-01,17.8,28,10.9
159,2007-06-01,20.5,26.8,14.9
159,2007-07-01,22.8,31.5,18.1
159,2007-08-01,26.7,32.6,20
159,2007-09-01,22.9,30.1,18.6
159,2007-10-01,18.3,26.6,8
159,2007-11-01,11.9,22.1,-0.1
159,2007-12-01,7.3,17,-1.6
159,2008-01-01,4.7,14,-5.2
159,2008-02-01,3.8,13.6,-5.8
159,2008-03-01,9.5,18.2,1
159,2008-04-01,13.9,21.3,6.9
159,2008-05-01,17.4,27.3,9.6
159,2008-06-01,19.7,26.5,14.1
159,2008-07-01,25.6,31.4,18.6
159,2008-08-01,25,31,19.9
159,2008-09-01,22.9,29.8,13.1
159,2008-10-01,19.1,26.4,9.9
159,2008-11-01,11.6,21.3,-0.9
159,2008-12-01,6.6,18.8,-6.1
159,2009-01-01,3.5,12.7,-7.6
159,2009-02-01,8.3,17.4,-3.1
159,2009-03-01,9.8,20,-0.6
159,2009-04-01,14.3,23.3,3.3
159,2009-05-01,18.6,26.9,12.5
159,2009-06-01,21.4,29.8,15.8
159,2009-07-01,23.3,29,18.4
159,2009-08-01,25,32.5,19.8
159,2009-09-01,22.7,29.1,17.6
159,2009-10-01,18.8,26.8,12.4
159,2009-11-01,11.1,24.1,-0.1
159,2009-12-01,5.4,17.2,-6
159,2010-01-01,3,15.6,-7.2
159,2010-02-01,5.8,18.4,-5
159,2010-03-01,7.8,18.5,-2.5
159,2010-04-01,11.5,21,1.9
159,2010-05-01,17.2,27.8,8.5
159,2010-06-01,22,29,12.4
159,2010-07-01,25.2,32.4,20.2
159,2010-08-01,27.9,34.1,24
159,2010-09-01,24.1,32.3,16.8
159,2010-10-01,18.2,26.9,5.5
159,2010-11-01,11.3,21,1.8
159,2010-12-01,5.2,19.3,-8.1
159,2011-01-01,-0.7,9.5,-12.8
159,2011-02-01,6.1,17.6,-3.4
159,2011-03-01,7.4,20.1,-2.5
159,2011-04-01,13.1,21.4,5.3
159,2011-05-01,17.3,24.2,11.7
159,2011-06-01,21.3,27.8,15.2
159,2011-07-01,25.1,33,19.4
159,2011-08-01,25.8,32.3,19.5
159,2011-09-01,23.3,31.6,14.8
159,2011-10-01,17.6,27.4,6.4
159,2011-11-01,14.1,24.6,0.9
159,2011-12-01,4.4,15.3,-5.6
159,2012-01-01,2.8,13.7,-6.5
159,2012-02-01,2.8,16.4,-9.9
159,2012-03-01,8.3,19.7,-3.6
159,2012-04-01,14,23.3,2.1
159,2012-05-01,18.9,28.2,11.4
159,2012-06-01,21.6,27.8,15.9
159,2012-07-01,25.5,33.1,20.2
159,2012-08-01,27.5,34.5,20.6
159,2012-09-01,22.2,29.2,14.1
159,2012-10-01,17.8,25.6,8.5
159,2012-11-01,10.1,19.6,0.6
159,2012-12-01,2.9,14.7,-7.7
159,2013-01-01,2.5,13.3,-8.1
159,2013-02-01,4.7,17.2,-10.7
159,2013-03-01,10.2,19.3,-2
159,2013-04-01,12.6,23.4,3.5
159,2013-05-01,18.2,28.1,10
159,2013-06-01,21.9,27.8,15.5
159,2013-07-01,26.1,31.9,21.8
159,2013-08-01,28,35,21.3
159,2013-09-01,23.7,31.4,17.3
159,2013-10-01,18.9,29.8,9.1
159,2013-11-01,10.9,23.8,-0.8
159,2013-12-01,5.4,14.5,-4
159,2014-01-01,5,15.5,-5.4
159,2014-02-01,5.8,17.5,-5.6
159,2014-03-01,9.8,21.6,-0.6
159,2014-04-01,14.6,23.9,4.1
159,2014-05-01,18.7,27.7,10.4
159,2014-06-01,21.4,29.9,16.5
159,2014-07-01,24.8,32.9,19.3
159,2014-08-01,24.2,32.2,19.4
159,2014-09-01,22.7,30.6,17.2
159,2014-10-01,17.9,25.7,10.9
159,2014-11-01,12.7,21.6,1.8
159,2014-12-01,3.5,15.2,-6
159,2015-01-01,4.7,13.9,-4.9
159,2015-02-01,5.4,15.4,-7.8
159,2015-03-01,9.5,20.9,-4.1
159,2015-04-01,13.9,23.9,5.9
159,2015-05-01,18.8,30.2,12.3
159,2015-06-01,21,28.1,13.7
159,2015-07-01,23.9,31.9,18.4
159,2015-08-01,26.1,33.5,20.5
159,2015-09-01,22.1,28.8,17
159,2015-10-01,18.1,26.5,5.8
159,2015-11-01,13.6,23.6,1.1
159,2015-12-01,7.9,17.3,-2.5
159,2016-01-01,3.1,16.6,-10.2
159,2016-02-01,5.5,15.8,-4
159,2016-03-01,9.9,19.6,-4.3
159,2016-04-01,15.1,24.2,8
159,2016-05-01,19.3,30.5,11.5
159,2016-06-01,21.9,28.7,15.7
159,2016-07-01,25.3,32.7,19.5
159,2016-08-01,27.7,37.3,17.5
159,2016-09-01,22.9,29.7,17.1
159,2016-10-01,18.7,28.3,9.8
159,2016-11-01,11.8,20.8,0.1
159,2016-12-01,7.3,17.6,-3.2
159,2017-01-01,4.1,15.1,-7.7
159,2017-02-01,5.5,17.7,-5.7
159,2017-03-01,9,18.1,-2.3
159,2017-04-01,15,23.2,5
159,2017-05-01,19,28.2,12.8
159,2017-06-01,21.3,30.4,15.4
159,2017-07-01,26.1,32.7,21.2
159,2017-08-01,27,36.2,18.7
159,2017-09-01,22.6,29.7,14.5
159,2017-10-01,18.1,28.7,7.3
159,2017-11-01,11.2,23.6,-1
159,2017-12-01,3.6,14.5,-6.1
159,2018-01-01,1.9,14,-9.9
159,2018-02-01,3.9,14.7,-9.6
159,2018-03-01,10,22.3,-0.7
159,2018-04-01,14.5,24.3,3
159,2018-05-01,17.8,26.6,9.8
159,2018-06-01,21.5,31.3,15.1
159,2018-07-01,26.7,35.4,17.8
159,2018-08-01,27.9,36.4,21.2
159,2018-09-01,21.9,30,14.9
159,2018-10-01,16.4,25.6,7.9
159,2018-11-01,12.4,22.5,2.7
159,2018-12-01,5.7,18.8,-7.1
159,2019-01-01,4.5,13.7,-4.4
159,2019-02-01,6.6,16.5,-4.2
159,2019-03-01,10.5,21,0.5
159,2019-04-01,13.4,23.4,2.1
159,2019-05-01,19.3,30.1,11
159,2019-06-01,21.1,29.7,15.5
159,2019-07-01,,28.9,19.8
162,1968-01-01,1.4,12.6,-6.3
162,1968-02-01,0,12.2,-6.4
162,1968-03-01,7.3,17,-1.8
162,1968-04-01,13.1,21.4,6.9
162,1968-05-01,16.4,25.1,10.6
162,1968-06-01,20.4,28.1,14.9
162,1968-07-01,23.8,31.7,17.7
162,1968-08-01,24.8,29.4,18.4
162,1968-09-01,21.6,27.7,15.4
162,1968-10-01,15.6,24.3,7.7
162,1968-11-01,11.5,18.9,2.6
162,1968-12-01,7.9,16.9,-2.6
162,1969-01-01,2.2,12.1,-6.6
162,1969-02-01,2.6,14.4,-8.8
162,1969-03-01,5.7,17.3,-3
162,1969-04-01,12.2,21.8,1.2
162,1969-05-01,17,24.4,10.2
162,1969-06-01,19.8,25.9,12.9
162,1969-07-01,23.3,31.6,16.3
162,1969-08-01,25.5,31,18.9
162,1969-09-01,21.8,29.3,15.8
162,1969-10-01,15.7,23.4,8.7
162,1969-11-01,9.3,21.4,-0.5
162,1969-12-01,3.5,16,-5.9
162,1970-01-01,0.6,11.3,-11.2
162,1970-02-01,4.7,15.4,-5.8
162,1970-03-01,4.8,21.8,-2.9
162,1970-04-01,12,20.7,4.7
162,1970-05-01,17.5,27.2,11.8
162,1970-06-01,19.7,27.4,13.4
162,1970-07-01,23.4,30.8,17.9
162,1970-08-01,26.6,33.7,22.3
162,1970-09-01,23.1,30.4,12.7
162,1970-10-01,17.6,28,5.2
162,1970-11-01,10,19.8,-3.8
162,1970-12-01,4.4,16.3,-5.2
162,1971-01-01,2,14.2,-8
162,1971-02-01,3.1,16,-5
162,1971-03-01,6.4,16.8,-2.7
162,1971-04-01,12.9,25.7,3.9
162,1971-05-01,17.4,27.7,9.7
162,1971-06-01,20.6,28.6,15.1
162,1971-07-01,24.9,31.8,18.9
162,1971-08-01,25.3,34.6,18.6
162,1971-09-01,21.9,29.8,14.8
162,1971-10-01,16.1,24,7.2
162,1971-11-01,12.1,23.6,-1
162,1971-12-01,5,16,-4.4
162,1972-01-01,5.5,14.2,-3.8
162,1972-02-01,4.4,13.8,-4.2
162,1972-03-01,8.2,18.2,-4
162,1972-04-01,12.6,21.6,-1.6
162,1972-05-01,16.5,24,6.8
162,1972-06-01,20.7,27.2,14.6
162,1972-07-01,24.4,35,18
162,1972-08-01,24.7,31.8,15
162,1972-09-01,21.2,28.9,13.6
162,1972-10-01,16.8,26,6.8
162,1972-11-01,10.2,23.2,-1.2
162,1972-12-01,5.1,16.4,-4.8
162,1973-01-01,4.6,13.6,-6.2
162,1973-02-01,5,16.2,-6.2
162,1973-03-01,7.8,19,-1.5
162,1973-04-01,14,24.2,3.8
162,1973-05-01,17.6,25.4,10.2
162,1973-06-01,20.9,28.4,14
162,1973-07-01,26.5,34.8,20.2
162,1973-08-01,27,34.6,22.4
162,1973-09-01,21.8,29.3,11.8
162,1973-10-01,16.4,26.2,7.2
162,1973-11-01,9.7,22,-0.9
162,1973-12-01,2.7,12.4,-9.2
162,1974-01-01,2.5,12.9,-8.4
162,1974-02-01,2.8,14.8,-9.4
162,1974-03-01,6.6,16.6,-6
162,1974-04-01,13.1,20.2,2.2
162,1974-05-01,17.5,25.8,8.4
162,1974-06-01,20.1,27.4,12.4
162,1974-07-01,22,28.6,17.5
162,1974-08-01,25.6,32.3,19.1
162,1974-09-01,22.1,29.6,14.2
162,1974-10-01,16.9,26.3,5.5
162,1974-11-01,10.3,22.8,0.6
162,1974-12-01,4.9,14.8,-3.6
162,1975-01-01,2.4,11.8,-6
162,1975-02-01,3.4,14,-5.6
162,1975-03-01,7.8,15.4,0.4
162,1975-04-01,13.4,23.8,2.5
162,1975-05-01,16.9,25.1,9.6
162,1975-06-01,20.6,28.7,14.9
162,1975-07-01,24.9,32.8,19.2
162,1975-08-01,26.8,35,20.8
162,1975-09-01,24.4,31,17.6
162,1975-10-01,17.9,26.8,9.8
162,1975-11-01,12.4,20.5,-0.7
162,1975-12-01,4.7,19.2,-4.2
162,1976-01-01,1.5,13.2,-7.4
162,1976-02-01,6.1,16.5,-1.4
162,1976-03-01,7.9,17.5,-2.8
162,1976-04-01,12.7,21.5,4.2
162,1976-05-01,16.5,26.6,7.5
162,1976-06-01,19.8,27.8,14
162,1976-07-01,22.8,30.3,16.3
162,1976-08-01,25,31.5,19.7
162,1976-09-01,20.7,29.3,14.1
162,1976-10-01,16.9,26.2,5.5
162,1976-11-01,8.6,21.6,-1.5
162,1976-12-01,5,16.5,-9.3
162,1977-01-01,-0.6,8.6,-9.5
162,1977-02-01,1.9,15.6,-11.6
162,1977-03-01,8.1,18,-8.9
162,1977-04-01,13.4,21.8,5.2
162,1977-05-01,17.2,26.2,8.9
162,1977-06-01,20,27.9,14
162,1977-07-01,24.8,34.5,19.8
162,1977-08-01,24.2,32.8,18.1
162,1977-09-01,22.9,31.1,15.1
162,1977-10-01,19.3,28.5,12.1
162,1977-11-01,11.6,23.1,-0.2
162,1977-12-01,7.3,18.3,-4.1
162,1978-01-01,3.4,13.4,-6.9
162,1978-02-01,3,12.2,-8.2
162,1978-03-01,7.6,17.8,-4.3
162,1978-04-01,13.4,21.8,4
162,1978-05-01,18.2,29.1,9.9
162,1978-06-01,21,27.8,13.4
162,1978-07-01,26.5,33.8,21.4
162,1978-08-01,26.8,32.7,20.7
162,1978-09-01,22.6,30.9,14.8
162,1978-10-01,17.1,28.5,6.6
162,1978-11-01,12,20.8,-0.2
162,1978-12-01,6.2,18.1,-5.6
162,1979-01-01,4.9,16.2,-4.9
162,1979-02-01,5.5,17.9,-7.2
162,1979-03-01,8.5,17.4,-2.5
162,1979-04-01,12.6,22.4,2.7
162,1979-05-01,17.3,29.7,9.2
162,1979-06-01,21,26.9,14.9
162,1979-07-01,23.7,31.5,18.6
162,1979-08-01,25.7,33.1,18
162,1979-09-01,21.7,29.9,12.8
162,1979-10-01,18.2,26.9,6.5
162,1979-11-01,10.3,25.2,-3.1
162,1979-12-01,6.2,17.3,-4.4
162,1980-01-01,2.5,14.3,-8.8
162,1980-02-01,2.1,14.3,-8.2
162,1980-03-01,8.1,17.4,-0.7
162,1980-04-01,12.3,21.8,4.7
162,1980-05-01,17.1,26,9.4
162,1980-06-01,20.8,28.9,13.4
162,1980-07-01,22.4,29.2,17.5
162,1980-08-01,22.4,29,16.8
162,1980-09-01,20.8,28.9,12.7
162,1980-10-01,16,26.4,4.6
162,1980-11-01,11.6,21.3,1.7
162,1980-12-01,2.7,15,-6.9
162,1981-01-01,0,8.9,-7.3
162,1981-02-01,2.6,12.5,-9.7
162,1981-03-01,8.2,19.5,-1.4
162,1981-04-01,13.1,23.1,3.8
162,1981-05-01,16.5,29.1,8.6
162,1981-06-01,20.4,29.1,11.7
162,1981-07-01,25.3,33.9,17.9
162,1981-08-01,25.6,32.9,18.7
162,1981-09-01,21.3,28.8,14.1
162,1981-10-01,15.6,26.4,6.3
162,1981-11-01,8.4,17.7,-0.4
162,1981-12-01,4.6,15.2,-7.2
162,1982-01-01,1.9,14.8,-10.1
162,1982-02-01,4.2,15.6,-7.2
162,1982-03-01,9.2,18.5,-0.7
162,1982-04-01,12.9,23.3,4
162,1982-05-01,18,25.2,10.3
162,1982-06-01,21.1,29.4,14.3
162,1982-07-01,23.5,30.5,17.9
162,1982-08-01,25.7,31.7,19.5
162,1982-09-01,21.4,30.1,14.7
162,1982-10-01,17.4,27.6,3
162,1982-11-01,12,21.9,-0.6
162,1982-12-01,4.9,16,-4
162,1983-01-01,2.8,13.4,-7
162,1983-02-01,2.7,14.6,-6.4
162,1983-03-01,8.1,19.4,-0.4
162,1983-04-01,13.7,22.8,2.2
162,1983-05-01,17.3,27.6,8.9
162,1983-06-01,20.8,28,15.3
162,1983-07-01,23.3,30,17
162,1983-08-01,26.4,35.1,19.8
162,1983-09-01,22.8,30.2,15.8
162,1983-10-01,17.2,26.7,5.6
162,1983-11-01,10.3,21.2,-1.4
162,1983-12-01,3.8,14.3,-5.8
162,1984-01-01,0.4,11.5,-7.4
162,1984-02-01,1.5,13.2,-9.2
162,1984-03-01,6,18.5,-3.5
162,1984-04-01,12.5,22.8,3.2
162,1984-05-01,17.1,25.5,9.3
162,1984-06-01,21.3,30.4,15.6
162,1984-07-01,24.7,33.5,19.8
162,1984-08-01,27,33.9,22.4
162,1984-09-01,21.8,28,15.1
162,1984-10-01,16.3,25.5,5.4
162,1984-11-01,11.8,23,1.6
162,1984-12-01,5,17,-6.6
162,1985-01-01,0.7,12.2,-10.3
162,1985-02-01,4,14.8,-5.8
162,1985-03-01,7.8,17,-1.1
162,1985-04-01,12.6,21.6,1.8
162,1985-05-01,17.6,26.2,12.1
162,1985-06-01,20.3,28,13.7
162,1985-07-01,25.1,34.3,20.4
162,1985-08-01,27,34.2,22.7
162,1985-09-01,23.3,31.3,13.8
162,1985-10-01,17.5,26,9.9
162,1985-11-01,10.4,22.4,0.8
162,1985-12-01,2.9,17.1,-6.3
162,1986-01-01,1.1,12.7,-9.4
162,1986-02-01,1.6,13.9,-6.5
162,1986-03-01,7.4,16.5,-3.5
162,1986-04-01,13.3,21.4,3.5
162,1986-05-01,17.3,27.3,9.6
162,1986-06-01,20.5,27.8,14.2
162,1986-07-01,22.6,31,15.6
162,1986-08-01,26.1,33.4,19.6
162,1986-09-01,21,28.7,13
162,1986-10-01,15.2,25.5,3.9
162,1986-11-01,10,19.7,-1
162,1986-12-01,6.7,18.3,-4
162,1987-01-01,3,12,-8
162,1987-02-01,5.1,16.6,-5.8
162,1987-03-01,7.6,18.3,-4.3
162,1987-04-01,12.8,23.3,3.1
162,1987-05-01,17.3,26,8.5
162,1987-06-01,20.6,30.6,12.6
162,1987-07-01,23.5,29.2,19.2
162,1987-08-01,24.4,30.6,20
162,1987-09-01,20.8,29.7,11.9
162,1987-10-01,18.1,28.4,8
162,1987-11-01,11.5,21.5,-2.8
162,1987-12-01,5.5,16.8,-4.5
162,1988-01-01,3.6,14,-6.4
162,1988-02-01,3.3,14.3,-8
162,1988-03-01,6.9,16.2,-3.2
162,1988-04-01,12.9,22.4,4.9
162,1988-05-01,17.1,27.7,9.6
162,1988-06-01,20.8,28.5,15.4
162,1988-07-01,24,31.8,17.6
162,1988-08-01,26.1,34.2,18.1
162,1988-09-01,22.2,29.4,13.9
162,1988-10-01,17.6,27.1,5.9
162,1988-11-01,10.1,20.9,-0.1
162,1988-12-01,5.3,18.4,-5.6
162,1989-01-01,5.1,13.9,-7
162,1989-02-01,5.6,16.8,-5.4
162,1989-03-01,8.6,18,-3.2
162,1989-04-01,14.7,26.7,4.5
162,1989-05-01,17.7,25.3,9.3
162,1989-06-01,20.1,28.5,13.4
162,1989-07-01,24.1,33.5,16
162,1989-08-01,25.6,33.3,20.8
162,1989-09-01,22,29.4,14.1
162,1989-10-01,16.6,25.4,5.6
162,1989-11-01,11,22,-0.1
162,1989-12-01,6.3,17.6,-2.9
162,1990-01-01,2.4,14.9,-8.8
162,1990-02-01,6.9,14.9,-1.3
162,1990-03-01,9.5,19.5,0.3
162,1990-04-01,12.9,24.1,3.8
162,1990-05-01,17,27.7,9.9
162,1990-06-01,21.2,29.6,14.8
162,1990-07-01,25.4,33.5,18.1
162,1990-08-01,27.5,36.2,21.6
162,1990-09-01,22.8,30.3,14.8
162,1990-10-01,17.6,26.1,9.7
162,1990-11-01,13.5,22.8,1
162,1990-12-01,5.7,18.8,-5.8
162,1991-01-01,3,11.3,-4.5
162,1991-02-01,3.2,11.8,-9.8
162,1991-03-01,7.9,19,0.2
162,1991-04-01,13.1,23.7,0
162,1991-05-01,16.8,26.8,8.8
162,1991-06-01,21.3,29.5,15.9
162,1991-07-01,23.9,31.5,18.6
162,1991-08-01,24,34.3,19
162,1991-09-01,22.6,30.9,15.3
162,1991-10-01,16.7,26,7.6
162,1991-11-01,10.7,21,1.6
162,1991-12-01,6.9,17.6,-4.7
162,1992-01-01,4.5,13.7,-3.6
